,NORMA,IFOREST1,IFOREST,MP,HBOS,POLY,OCSVM,AE,PCA,LOF,CNN,LSTM,Avg Ens.,dataset,inception_time_16,inception_time_32,inception_time_64,inception_time_128,inception_time_256,inception_time_512,inception_time_768,inception_time_1024,convnet_16,convnet_32,convnet_64,convnet_128,convnet_256,convnet_512,convnet_768,convnet_1024,resnet_16,resnet_32,resnet_64,resnet_128,resnet_256,resnet_512,resnet_768,resnet_1024,sit_conv_patch_16,sit_conv_patch_32,sit_conv_patch_64,sit_conv_patch_128,sit_conv_patch_256,sit_conv_patch_512,sit_conv_patch_768,sit_conv_patch_1024,sit_linear_patch_16,sit_linear_patch_32,sit_linear_patch_64,sit_linear_patch_128,sit_linear_patch_256,sit_linear_patch_512,sit_linear_patch_768,sit_linear_patch_1024,sit_stem_original_16,sit_stem_original_32,sit_stem_original_64,sit_stem_original_128,sit_stem_original_256,sit_stem_original_512,sit_stem_original_768,sit_stem_original_1024,sit_stem_relu_16,sit_stem_relu_32,sit_stem_relu_64,sit_stem_relu_128,sit_stem_relu_256,sit_stem_relu_512,sit_stem_relu_768,sit_stem_relu_1024,rocket_16,rocket_32,rocket_64,rocket_128,rocket_256,rocket_512,rocket_768,rocket_1024,ada_boost_16,ada_boost_32,ada_boost_64,ada_boost_128,ada_boost_256,ada_boost_512,ada_boost_768,ada_boost_1024,knn_16,knn_32,knn_64,knn_128,knn_256,knn_512,knn_768,knn_1024,decision_tree_16,decision_tree_32,decision_tree_64,decision_tree_128,decision_tree_256,decision_tree_512,decision_tree_768,decision_tree_1024,random_forest_16,random_forest_32,random_forest_64,random_forest_128,random_forest_256,random_forest_512,random_forest_768,random_forest_1024,mlp_16,mlp_32,mlp_64,mlp_128,mlp_256,mlp_512,mlp_768,mlp_1024,bayes_16,bayes_32,bayes_64,bayes_128,bayes_256,bayes_512,bayes_768,bayes_1024,qda_16,qda_32,qda_64,qda_128,qda_256,qda_512,qda_768,qda_1024,svc_linear_16,svc_linear_32,svc_linear_64,svc_linear_128,svc_linear_256,svc_linear_512,svc_linear_768,svc_linear_1024
S01R02E0.test.csv@4.out,3.9220666885375977,8.337112665176392,10.505011320114136,5.425102949142456,9.17781686782837,0.23394322395324707,1.4099116325378418,59.44665241241455,1.5890591144561768,734.4387240409851,79.9495038986206,255.72728753089905,1170.1621923446655,Daphnet,734.7254571369849,734.609583027981,734.5552348029887,734.5428190799867,734.5196150549746,734.5137064769806,734.5126855859853,734.5103817489871,734.5109510089969,734.4888979739917,734.4796082669782,3.9572246915340656,3.9540699335339013,3.9532288275368046,734.4699647749803,734.4700278949749,734.5303684199898,734.4926311659801,734.4778341629863,734.471112839994,734.4663158289914,3.9482320465467637,734.4642400889861,3.947753618544084,1.8981207754550269,734.6053886059817,734.5226659349864,734.4880594589777,734.4798412519885,734.477705162979,734.4747894179891,734.4741469849832,1.895836107461946,734.6040225739853,734.5238155319821,734.4877664249943,734.4795987959806,734.4775590009958,734.4747249349894,734.4740209869924,80.28498090461653,1.7626673614577157,734.5364070039795,734.5244617809949,734.514590479972,734.5097373969911,1.6631108434521593,734.5127526089782,1.9099585924559506,0.40692318994842924,734.5268248189968,734.4903204809816,734.4810491299722,734.478370656987,734.4753825649823,734.4744584859873,1.8452068222686648,734.5923936478794,4.037305093370378,4.031453804112971,10.642336277291179,4.0291355066001415,4.02198906429112,4.006078897975385,3.956120077520609,3.9423844031989574,3.9349154010415077,3.9311021715402603,3.9291676562279463,3.9282129304483533,3.927914733067155,3.9277559351176023,4.081472532823682,4.058963594958186,4.054086030460894,4.042780634015799,4.037934700958431,4.040117510594428,4.037890735082328,4.035797735676169,3.9238510243594646,3.923669715411961,3.9234782001003623,3.9232388315722346,3.9231429267674685,3.9232461396604776,3.92312949616462,3.9231029208749533,4.028277223929763,4.026852387934923,4.026609600521624,4.026487208902836,4.02677665092051,4.026776266284287,4.026331847533584,4.026369636878371,3.9290103763341904,3.925756921991706,3.9253971008583903,3.932225476950407,3.923397664912045,3.923215277493,3.923275176435709,3.9232435366138816,3.924599129706621,3.9241736540570855,3.923832109197974,3.923730717971921,3.9235860956832767,3.923385761678219,3.9233785374090075,3.9234298653900623,5.428739261813462,734.4410610133782,1.4118143394589424,0.23565716389566657,1.4113032426685095,8.338430938310921,3.9234596639871597,3.9234347799792886,3.923844676464796,3.923603765666485,3.9234713166952133,3.923411028459668,3.9231586726382375,3.9231925746425986,3.92306147236377,3.92305806837976
S02R01E0.test.csv@3.out,3.9009796380996704,4.221545696258545,8.476587057113647,4.801780700683594,5.077633380889893,0.34975290298461914,1.979874610900879,93.37760162353516,1.0341637134552002,401.6219058036804,60.32282876968384,332.93827652931213,918.1029304265976,Daphnet,8.729570639115991,1.1831664104538504,8.579013155118446,401.7120967606752,1.1073064554511802,5.142522592897876,401.68839112368005,3.963380516099278,3.964451156105497,401.665909578689,401.6578472596884,3.9319478370889556,401.651180271685,401.64920163968054,3.929012933091144,401.6486471506796,3.9812863790866686,401.66878361967974,401.6556768636801,401.64983106068394,401.64681329368614,401.6447754576802,401.64488648167753,401.6442153786775,8.748992069115047,1.1772759644663893,401.69561875968066,401.6652478256874,401.6622366846859,401.6555520596885,401.6564163156727,401.6537382426759,8.747646929114126,1.17706772746169,401.6955134846794,401.66545076867624,401.6622497666831,401.6554267366737,401.65694916568464,401.65358390168694,4.19259398309805,8.623908118112013,401.7068159956689,401.6969787626731,401.69203890667995,5.139430463896133,8.544035789105692,401.68697295867605,4.182817409106065,401.76935580668214,8.554135364101967,401.6672764126706,3.9427086041105213,401.6561550796905,401.65806863768375,401.65406624668685,1.2808086685836315,401.7925431225449,4.033559711650014,4.01439599506557,8.545186936855316,4.024592422880232,3.966779202222824,3.98420243896544,3.9321347614750266,3.919394285418093,3.9129946026951075,3.9097730219364166,3.908234314993024,3.907033499330282,3.9066969687119126,3.906648217700422,4.055099152028561,4.03759304061532,4.031863545998931,4.024900066666305,4.017450111918151,4.018301040865481,4.0196090545505285,4.014205889776349,3.9027967508882284,3.9025652082636952,3.9023733781650662,3.9021295718848705,3.902205813676119,3.902161244302988,3.902040658518672,3.902020580135286,4.006391406059265,4.005991961807013,4.005993482656777,4.005242169834673,4.005625803954899,4.005558216013014,4.005469082854688,4.005143078044057,3.907504541799426,3.9047473464161158,3.9039876256138086,3.9025867907330394,3.902380360290408,3.902116828598082,3.9021284263581038,3.9021603614091873,3.9034153316169977,3.9030947564169765,3.902711178176105,3.90261341817677,3.902362197637558,3.9023157032206655,3.9023097595199943,3.902339719235897,4.22490940708667,1.0363973723724484,8.47844420466572,0.35140495188534254,0.35114313475787634,4.222847647964954,3.9023883026093245,401.62325838860124,3.902908420190215,3.902376468293369,3.9025045074522495,3.9023036248981953,3.9020716035738587,3.9020020067691803,3.901963599026203,3.902001991868019
S03R01E1.test.csv@2.out,20.790526390075684,5.49000358581543,5.328664183616638,5.249968647956848,1.6139885187149048,1.2449877262115479,0.7531630992889404,46.36829233169556,0.29935622215270996,33.78309488296509,42.73475098609924,87.04585218429565,250.70264875888824,Daphnet,5.682625734611065,20.99930361007864,5.471025270628161,5.452122531627538,1.3436230822117068,1.7053733607172035,5.417927068629069,1.3317711022100411,20.879408420078107,20.852333458082285,20.840585169076803,20.83299702507793,20.8298832000728,20.829383224088815,20.82865016008145,20.828777841074043,20.902939567080466,20.85615000106918,20.837119349074783,20.82848372508306,20.824506482080324,1.2770275522052543,33.814614501956385,20.821940413079574,21.170044384067296,20.98915772108012,1.3460850802221103,20.847255668079015,20.84291502808628,20.839316882076673,20.83377462507633,20.836155438082642,5.706830171606271,20.98830431108945,1.345045618203585,20.84717153807287,20.84250217207591,5.298283847965649,1.2882013252092293,20.83592755207792,21.198525139072444,5.536690324617666,33.90091468396713,20.89113738106971,33.87645830096153,20.877380759076914,5.418948735619779,33.87483143496502,21.184947421075776,5.5349337386142,20.895821565078222,20.849490704073105,20.844257367076352,20.840315483073937,33.82700044097146,33.82939388597151,0.5753334872424603,21.019062476232648,20.947512920945883,20.877236783504486,5.439179974608123,20.872034484520555,20.892003174871206,20.90530168171972,20.831223876215518,20.814148207195103,20.80551239475608,20.800515114329755,20.798247297294438,20.79683082178235,1.620116176083684,20.79672885686159,20.959284741431475,20.937666095793247,20.927573589608073,20.922669829800725,20.909689534455538,20.911438703536987,20.905390021391213,20.902752911671996,20.79271935299039,20.79220626037568,20.79190820083022,20.791701844893396,20.7916049240157,20.79170060250908,20.791593628935516,20.791632696054876,20.89624253846705,20.896037411876023,20.895590487867594,20.895407119765878,20.89519657101482,20.895139047876,20.894851992838085,20.894720300100744,20.797610634937882,20.797145443037152,20.794305914081633,1.6163658937439322,20.79188754968345,20.79182808753103,20.79174016136676,20.79189043585211,5.4927237732335925,5.492417044006288,5.491837659850717,5.4916435880586505,5.491383475251496,5.491319701075554,20.791847690939903,20.79188748449087,5.493472054600716,0.7556485570967197,0.7551581896841525,5.4916814006865025,5.491586246527731,5.4913606671616435,20.79194203671068,5.491373723372817,20.792420158162713,20.79199194908142,20.79197379667312,20.79185372404754,20.791633487679064,5.49109214451164,20.791524237021804,20.791547887027264
S03R01E1.test.csv@4.out,6.829105734825134,4.47561502456665,8.468968868255615,7.885139226913452,1.9816408157348633,3.368201494216919,1.4657442569732666,96.79918313026428,0.2554013729095459,44.53590130805969,85.04084205627441,140.59394025802612,401.69968354701996,Daphnet,3.7226249332306907,8.094240038917633,3.510695786215365,8.007681103918003,3.466498254216276,3.4597202142176684,3.457503653218737,3.4548443992098328,3.458028899214696,3.4298474372189958,3.418601554207271,3.4108774222113425,3.4077008592139464,3.406916288207867,3.406343804221251,3.406524121222901,3.4893652202299563,3.4337633182149148,3.415405041218037,3.4062930602231063,3.4024664042226505,3.4004849602206377,3.399566111213062,3.3995699522201903,3.7464714332163567,3.5675959582149517,2.083002825733274,2.038029212737456,3.4207354572135955,7.933944864911609,7.9283084509079345,7.930827762917033,3.7460739942180226,3.567840692208847,2.0826498447277118,2.037622235744493,3.4200911032094155,7.933698633918539,3.411259370215703,7.93079361692071,141.00319215102354,3.5760093632125063,3.486352815205464,3.468930374205229,3.4618349452211987,3.455402761217556,7.975473438913468,3.460083710218896,140.98838937003165,3.576698073215084,3.4742134022235405,3.426687835220946,3.4217814132134663,3.417881194211077,3.412053056221339,4.522065209559514,0.491556579247117,44.71029351092875,6.96618193294853,6.951913335360587,8.592830263078213,6.880616055801511,6.931343998759985,3.485801024362445,6.869663571938872,6.852550430223346,6.843818415887654,6.839142262935638,1.989269626326859,1.988027160987258,6.835160787217319,6.835020560771227,6.996936231851578,6.974256681278348,6.962396590039134,6.95444574393332,2.103485994040966,6.943532731384039,2.095373927615583,2.0935188243165612,6.831026069819927,6.830765938386321,6.830548244528472,6.8304766695946455,1.9827234977856278,6.830295762047172,1.9827641313895583,6.830150321125984,6.935657687485218,6.934645114466548,6.934451024979353,6.933603845536709,6.933931692503393,6.933610836043954,2.0859923735260963,6.933394302614033,6.837654519826174,6.833399971947074,6.832092366181314,6.846897874958813,6.83045877981931,6.830270995385945,6.830284524708986,6.830371958203614,4.478552312590182,4.47781419288367,4.477500634267926,4.477286787703633,4.477013735100627,4.476964390836656,4.477038535289466,4.476966290734708,1.4691400500014424,1.984051558189094,1.4677315540611744,1.4674840848892927,4.477176020853221,1.4670788459479809,6.830537674948573,1.9830215759575367,6.831103412434459,6.830695929005742,6.8305318700149655,6.830447526648641,6.8301885379478335,4.476641047745943,6.830098669044673,6.830144572071731
S03R01E1.test.csv@7.out,23.972697138786316,7.40083646774292,3.974921226501465,3.8136285543441772,1.1305104494094849,1.0806101560592651,0.6089091300964355,46.264984011650085,0.3073303699493408,17.549911499023438,29.367932200431824,71.14039671421051,206.61266791820526,Daphnet,29.721903435434797,1.2895362360577565,1.2234548830601852,1.202109726058552,1.1786724500561832,1.221891627414152,1.1698258050600998,1.1671932430472225,1.1707714510557707,1.1422052090638317,1.1310256760625634,1.123328100060462,1.120097045059083,24.011356947783497,1.1187395360611845,1.1189076990558533,1.1921246940619312,1.1462308050540742,1.1274453450605506,1.1189330860506743,1.1146475340647157,29.400036684426595,1.1121224280650495,17.581265632019495,1.4599501240591053,1.2803285530535504,1.1823734400531976,1.1372044010495301,4.027056814506068,3.862170815351419,3.856858295344864,3.8592637783440296,1.4579431530582951,1.2793733790604165,1.1817480510653695,1.1368320720503107,1.1324797070556087,3.86216238734778,3.8568596553377574,3.858983366342727,46.674643711638055,1.2899787540663965,1.1988738830550574,1.1815055750630563,17.643544738035416,1.1677699970605318,24.06300680777349,1.1724100690626074,1.4746980890631676,17.757908320010756,1.1868149550573435,17.60874905802484,1.134161477049929,0.3568960479460656,1.1244369450578233,17.59784283103363,0.5758668361231685,17.731027817353606,24.116518256254494,24.059669357724488,4.097435226663947,24.076236645691097,24.08454341161996,1.168456313200295,24.013507781550288,23.996310864575207,23.987456290982664,23.98266187403351,23.98041843622923,1.136853731237352,1.1366390781477094,1.1363993659615517,24.136638048104942,24.12518230266869,24.101638723164797,24.096171110868454,1.2617194084450603,24.093864717520773,24.08844741526991,1.2425672300159931,23.974597160704434,23.974344803020358,23.97409284301102,23.97385122999549,1.1315943896770477,23.973908657208085,1.1315773306414485,23.97373387031257,24.07879980094731,24.077826694585383,24.077714956365526,24.076770660467446,24.077474265359342,24.077255045995116,24.077165948227048,24.07696047704667,23.986461952328682,23.977995455265045,23.975647122599185,23.975594682618976,23.974063832312822,23.973858364857733,23.973880656063557,23.973927601240575,7.403513390570879,7.4035683097317815,7.402636336162686,7.4024506555870175,7.40221394598484,7.402260199189186,7.402123908512294,23.974023539572954,7.404553327709436,7.403232938610017,1.132523667998612,7.402532421052456,7.402326484210789,0.6104099070653318,23.974098844453692,3.8150098361074924,23.974646088667214,23.974277624860406,23.974164969287813,23.974009436555207,23.973800536245108,7.401855519972742,1.13155678473413,23.973713577724993
S03R02E0.test.csv@1.out,0.5677833557128906,3.0105509757995605,13.881719589233398,1.8648810386657715,11.674670934677124,0.08223462104797363,1.3040554523468018,19.511562824249268,3.9998223781585693,235.19823670387268,34.608712911605835,225.6011393070221,551.305370092392,Daphnet,14.047364583224407,13.981115368238534,13.950379304238595,3.0728442447871203,3.060500882798806,3.0571257867995882,3.052671956800623,3.0536849717900623,13.923737407239969,0.11152389504422894,13.905837221231195,13.9021913412289,13.90078199323034,13.90050889523991,0.10010568104917184,13.900321141234599,13.934530900238315,13.913388617234887,13.904541690237238,13.901078341223183,4.017240200162632,13.897948730242206,4.014651103163487,13.897151626239065,14.060094427244621,13.97924858724582,0.13320315905730234,13.912721517233877,13.910691196244443,3.0377989067928866,3.0322544037917396,3.032751325808931,14.059347588234232,0.18021874304395163,0.13253837704542093,0.11296805103484073,13.910376726227696,3.037644221796654,3.0323819387995172,3.032851119802217,225.79344228102127,13.983299454237567,13.940521377226105,13.933734253238072,13.930304610228632,11.720169893669663,3.053808387805475,11.719433702688548,14.068126694241073,13.983308742230292,13.934604338239296,13.914017678238451,11.704472888668533,11.702613137676963,235.22031420386338,3.0330316118051996,4.189773405902088,3.1581338001415133,0.7007512273266912,0.6502528712153435,14.018188675865531,0.6826858166605234,0.6613405086100101,0.17996533028781414,0.5902963439002632,11.688659530133009,0.5776922600343823,0.5754170781001449,11.681049500592053,0.5733814192935824,11.680255925282836,3.016042568720877,0.7115597408264875,0.7028285851702093,0.6964636575430632,11.795660483650863,11.788978332653642,11.788970155641437,11.786905817687511,11.789184865541756,0.5694409180432557,0.5693404274061321,0.5691440301015972,11.675831562839448,11.675739378668368,0.5689682625234126,0.5688468832522631,0.5688205137848853,0.6736358134075999,0.6727791335433722,0.6728942273184656,0.6722642574459314,11.778847392648458,0.6721251960843801,0.6721352338790894,11.779011060483754,0.5717795072123408,0.5706008644774555,0.5715405819937587,3.0119988480582833,3.0118226213380694,3.0116968797519803,3.0116890128701925,3.011708579957485,3.012618498876691,3.012449098750949,3.0122352354228497,3.0121477767825127,3.0120879560709,3.011904215440154,3.0118313152343035,3.0118918688967824,3.0152194276452065,3.0125434063374996,3.012407253496349,3.012179014272988,3.0119150867685676,3.011831463314593,3.0119604356586933,3.0119541687890887,0.569680786691606,0.5692145908251405,0.5691540334373713,0.5690677324309944,0.5689445761963724,3.011570520699024,3.0115553103387356,0.5700370492413639
S03R03E4.test.csv@2.out,0.22814726829528809,2.1761796474456787,2.4713778495788574,0.29930973052978516,1.5727304220199585,0.0749361515045166,0.14080381393432617,13.518955111503601,0.4360494613647461,41.40939962863922,9.034885883331299,50.92956268787384,122.29233765602112,Daphnet,2.5671632835728815,2.529628497577505,2.5105060885834973,2.505620385578368,0.1037433175079058,2.4979264595749555,2.4980179825797677,0.25486050829931617,2.496154982582084,0.24513025129272129,0.24172391429601697,0.240077084294171,41.42144344064582,2.4821054515778087,0.23911128530744458,2.48290070357325,0.25857783129322337,2.4900377815793036,2.483984542574035,2.48212226756732,1.5825299550197087,1.581764621019829,41.418613043642836,1.5823719520121813,2.5751806735788705,2.528780948574422,2.499206599590252,2.489835570566356,0.24651289528992487,0.241599798304378,1.5862162120174617,1.5864478270232212,2.5745814035763033,2.5287892945780186,2.4991213815810625,0.0935239615064347,0.0930971765046706,0.241470611304976,0.24159423929813778,0.24182012828532598,2.5828921875800006,2.5320847585826414,2.5039573955873493,2.5006463355821325,2.499535782582825,1.5978258510149317,2.4986647425830597,1.6007617820287123,2.578590965582407,2.53150490958069,2.5005210205708863,0.2477018382924143,1.5915533080260502,1.5865105420234613,1.5865867230313597,1.5867123170173727,0.6102501051500439,0.3577824831008911,0.3632476255297661,0.3344814199954271,2.549321101978421,0.3436260996386409,0.3259541941806674,0.3184953527525067,0.24333290848880998,0.2386898519471287,0.23672659136354918,0.2349721807986498,0.2339870100840926,0.23357377294450987,0.2335441345348954,0.2334366403520107,1.7125235190615058,0.358915108256042,0.3492648778483271,0.34671433363109816,0.34231616277247656,0.3410969832912087,1.6829284876585007,0.34437436424195755,0.229707452468574,0.22965409047901628,0.22946823108941308,1.5738476244732738,0.2293747831135988,0.22930329758673898,0.2292054975405335,0.22917808592319477,0.3333374448120594,0.3330918988212943,0.3329895148053765,0.3323241006582975,0.3323468277230859,0.3326455103233456,0.3325170250609517,0.33272824995219696,0.232345531694591,0.23080144356936208,0.22983942087739698,0.2294947793707251,0.2293955627828836,0.2292721001431346,0.22927531134337178,0.2293162476271391,2.1780414627864957,2.177993501536548,2.1777898566797376,2.177783948369324,0.22947375662624828,0.2294256351888179,0.2294101985171437,0.22946505248546598,2.1782590532675385,0.14261383935809127,0.14248837903141967,2.1777809001505375,2.1775357266888022,2.1774508832022548,0.43741939589381207,0.30062791053205723,0.22963427379727358,0.22950252797454587,0.2293568700551986,0.229413179680705,0.22924686037003988,0.2292030081152916,0.229132036678493,0.2291393475607037
S03R03E4.test.csv@3.out,0.16239428520202637,0.9033358097076416,2.9324302673339844,0.35645294189453125,1.7812010049819946,0.12251877784729004,0.22679901123046875,8.89390742778778,0.5046930313110352,41.413360476493835,9.706416726112366,43.10935056209564,110.1128603219986,Daphnet,0.25811928120674554,0.22054935120104346,2.971407025324879,2.9668179233267438,0.19162195720127778,0.18900140120240386,41.44012593249499,41.44027647150506,0.18699364220083217,0.17976905319665087,0.17597450620087327,0.17432863519934466,41.42548791448644,0.17309435919742097,0.17331071919761598,0.17391338619927407,0.19322461019328327,1.8001047799771186,1.7938684389810078,1.792009643977508,1.7911072699789656,1.7903341449855361,41.42261392850196,41.422932348490576,0.26581267920846574,2.989057179336669,1.8100180909823393,1.7998785919917282,41.431960435496876,41.42683644249337,1.7946678219886962,1.7948954979801783,3.036304047345766,2.9883827323355945,1.810917206981685,0.14129527284239884,41.43153099750634,0.17578235619293986,1.7946094169747084,41.42697892450087,0.27400099219812535,2.991370507326792,41.44648187649727,1.8109927239856916,0.19091321920859627,41.43862392148003,0.18979303620290006,41.44138302150532,9.001915008790093,2.9908564383367775,2.962567527341889,1.8009813619864872,41.432411513495026,1.7948816719726892,41.427175920500304,0.17628705721290305,0.6651793802157043,0.30493298172950734,0.3179858596995473,0.27346042077988386,3.048099589534104,0.28108573518693447,0.2602722458541393,0.24580141156911847,0.17758781183511016,0.17320524528622627,0.17094864044338456,0.16918366774916646,0.16824723966419697,0.16779390629380936,0.16784066241234535,0.16767232306301585,0.3029423151165247,0.29285214003175497,0.28499371558427805,0.27728600893169636,0.2752592014148831,0.27955702226608986,0.27242696564644564,0.2723712818697095,0.16395421512424938,0.16388789191842076,0.16375090181827537,0.16355729009956116,0.16362981777638197,0.16356318444013587,0.16346649546176187,0.16343341767787928,0.2679699379950762,0.26765688788145775,0.26710035931319,0.26662085670977825,0.26703744102269406,0.2670105453580618,0.2668636254966259,0.26668196544051165,0.16776694450527427,0.16543363220989696,0.16399651486426586,0.16384895797818896,0.16362870391458267,0.16349670290946958,0.16354353446513406,0.16357156075537196,0.9052329463884234,0.905128214508295,0.9049986163154244,0.16397892404347655,0.16374061908572907,0.16367371007800097,0.16366668418049807,0.16370254382491106,0.905986257828772,0.22893429268151516,0.22852233704179525,0.9049020921811461,0.12387664802372454,0.904600191861391,0.16378958802670238,41.414700981229544,0.16385423019528386,0.16376548167318097,0.16372109390795228,0.16366956103593105,0.16348101664334527,0.16346021182835097,0.16346400324255228,0.16341498866677276
S03R03E4.test.csv@6.out,0.849392294883728,1.857339859008789,3.202862501144409,0.5592555999755859,0.9655814170837402,0.5355207920074463,0.08151507377624512,35.585800886154175,0.17340493202209473,1.5133278369903564,32.664857625961304,68.59850263595581,146.58736145496368,Daphnet,32.76074638296268,0.593745561011019,0.5746880380029324,0.5698558750009397,0.5645130080083618,0.9920591190893902,0.20007437502499661,1.5402874279971002,0.5593946360168047,0.5531552780012134,0.5492354309972142,0.5474330560100497,0.5476175730145769,0.5462664539954858,0.5464867609989595,0.5470038630155613,0.5657098820083774,0.5541536620003171,0.5482173339987639,0.5464004050008952,0.5454211330070393,0.5446638780122157,0.5448202539992053,0.5451361680025002,0.6395214230142301,0.5944348250050097,0.564510001000599,0.19208604702726004,0.5538591880176682,0.5490056530106812,0.5490385840093949,0.5492975469969678,0.638801836015773,0.5934464820165885,0.5639935930084902,0.554013033004594,0.553718444003607,0.5726478239812423,0.5726815089728915,0.549034665004001,35.69783694115176,0.5960186040028929,0.5684139130025869,0.564979596005287,0.5639747859968338,0.560536866003531,0.20059026301896662,0.5635700610146159,0.6436446919979062,0.5955136560078244,0.5649128980148815,0.5548560520110186,0.5543602820107479,0.5492846859997371,0.5495427120040403,0.5494861900078831,0.3139999443665146,1.6428686017170548,0.9799770014360546,0.9314340706914663,3.3016470121219754,0.9525884287431836,0.903108305297792,0.8958505764603615,0.8644817136228085,0.8598653422668575,0.857551579363644,0.8561986805871128,0.8553456896916031,0.8547881776466966,0.9708814974874257,0.8547526523470879,0.9847112921997905,0.9787488812580705,0.9700281647965311,0.9654463529586791,0.9639411251991987,0.6739397663623095,0.9628234729170799,1.0813741572201252,0.8509721532464027,0.8508671382442117,0.8506954414770006,0.8505284115672112,0.9666442852467299,0.8505514962598681,0.9666723338887095,0.8504331959411501,0.9544802773743868,0.9543978292495012,0.9541518259793519,0.9542718017473817,0.954273296520114,0.9536520028486848,0.9539304217323661,0.954238318838179,0.8525758581236005,0.851961282081902,0.8510234942659736,0.850738133303821,0.8506314139813185,0.850494461134076,0.8514224933460355,0.8506185561418533,1.859466714784503,1.859650131314993,1.8589732022956014,1.8589602848514915,0.8507383307442068,0.8506741682067513,0.8507007230073214,0.8507054997608066,0.5613208059221505,1.8592985579743981,1.8590149767696857,1.8589365417137742,1.8586900774389505,0.08278144523501392,0.5606585210189222,0.17473314329981804,0.850897368043661,0.8514221422374249,0.8507627081125975,0.8506783461198211,0.8504648460075258,1.858357903547585,0.17439268529415122,0.8503959011286496
S08R01E0.test.csv@4.out,0.9526829719543457,3.922626256942749,8.514231443405151,1.5128343105316162,4.99703574180603,0.13149452209472656,0.5802919864654541,37.68559741973877,0.8341686725616455,193.08766889572144,31.76814293861389,154.90185451507568,438.8886296749115,Daphnet,37.831796646743896,193.17568369270884,193.14859967771918,193.1383440147183,193.13049735872482,31.805256261621253,193.12614236171066,193.12611273572838,193.12460325172287,193.11347176571144,193.10912869071763,0.9707236769463634,193.10421024172683,193.1038173797133,193.10400993972144,193.10404043871677,0.8803086835541762,193.1159981997189,193.10822512872983,193.10396902871435,193.10206809072406,193.1011045127234,193.1012541387172,193.10124979072134,37.84336875073495,193.17194629371807,193.13231054971402,193.11287734973303,193.1090484537126,193.10807966573338,193.10793699271744,193.1078880407149,0.9910281985648908,193.17233173071872,193.13201570571982,193.11284315772355,193.1090185617213,193.10783068872115,193.1079072257271,193.1077994027146,31.937944219622295,0.9247067725664238,193.13985631072137,193.13005080772564,193.1274897177209,193.12370933672355,193.1267363357183,193.12733290273172,0.9978406565496698,0.22106934309704226,193.13537656172412,193.11388445472403,0.15349679210339667,193.10821524272615,193.10822712472873,193.10821753571508,1.042703558690846,193.2430993868038,1.08734879642725,1.078990082256496,8.581779821775854,1.0620465148240328,1.057912740856409,1.0375588405877352,0.9734040228649973,0.9658775366842746,0.9621503129601479,0.9600388323888182,0.9589429497718811,0.9582678005099297,0.958184165880084,0.9584734262898564,1.0929655628278852,1.0852604871615767,1.0747650573030114,1.070013852789998,1.072987330146134,1.0708677880465984,1.0650177579373121,1.0694365911185741,0.9542740229517221,0.9542349372059106,0.9540096512064337,0.9538258472457528,0.9539257008582352,0.9538478162139654,0.9537436477839946,0.9537262227386236,1.05825456045568,1.0575849311426282,1.0573795596137643,1.0571043398231268,1.0572511721402407,1.0570077113807201,1.0568052008748055,1.0568616315722466,0.956660035997629,0.9563332768157125,0.9567728769034147,0.9541044551879168,0.9538892731070518,0.9538294496014714,0.9538568016141653,0.9538372289389371,0.9547032928094267,0.9546454949304461,0.9543545478954911,0.954176316037774,0.9540808526799082,0.9539599446579813,0.9540841821581125,0.9540092423558235,0.582614105194807,193.0896818554029,0.5820555910468102,0.581938536837697,3.9240332236513495,3.9239015337079763,0.9540985757485032,1.514185874722898,0.9543315665796399,0.9541306784376502,0.9540953328832983,0.9539664713665842,0.9537897324189543,0.9537016479298472,0.95371531881392,0.953712142072618
